Company,Code,Name,Email,Phone,Address,City,State,Postal Code,Country,Group Area ID,Customer Group ID,Vat No,CF 1,CF 2,CF 3,CF 4,CF 5,CF 6
បងរុំ (ស្វាយរៀង),C-0402,បងរុំ (ស្វាយរៀង),,016 792 222,,,,,,,,,,,,,,
ប្រេងយើង (រតះនះគីរី),C-0403,ប្រេងយើង (រតះនះគីរី),,099 988 888 / 077 988 898,,,,,,,,,,,,,,
យីហ្គេចហេង ហ្គាស (Chea Theary),C-0404,យីហ្គេចហេង ហ្គាស (Chea Theary),,,,,,,,,,,,,,,,
គ្រីស្ទាល់ ហ្គាស,C-0405,គ្រីស្ទាល់ ហ្គាស,,012 226 441,,,,,,,,,,,,,,
ដួងតារា ហ្គាស,C-0406,ដួងតារា ហ្គាស,,093 900 902 / 012 619 306,,,,,,,,,,,,,,
អៀហួពី,C-0407,អៀហួពី,,061 676 707 / 098 676 567,,,,,,,,,,,,,,
ហ្គេចឡាយ ហ្គាស,C-0408,ហ្គេចឡាយ ហ្គាស,,012 723 553,,,,,,,,,,,,,,
ហ៊ាម៉េង (ស្វាយរៀង),C-0409,ហ៊ាម៉េង (ស្វាយរៀង),,097 783 6662,,,,,,,,,,,,,,
ហ៊ានៅទឹកថ្លា (រស្មីហេងឡាយ),C-0410,ហ៊ានៅទឹកថ្លា (រស្មីហេងឡាយ),,099 508 509 / 098 756 164,,,,,,,,,,,,,,
ហុងហេង ហ្គាស (ព្រែកឯង),C-0411,ហុងហេង ហ្គាស (ព្រែកឯង),,015 666 898 / 078 666​ 898 ,,,,,,,,,,,,,,
ហួរ (កណ្កាល),C-0412,ហួរ (កណ្កាល),,086 635 373,,,,,,,,,,,,,,
ជ្រៃធំ,C-0413,ជ្រៃធំ,,093 504 344,,,,,,,,,,,,,,
ជន់ សុជាតិ ហ្គាស,C-0414,ជន់ សុជាតិ ហ្គាស,,092 864 145,,,,,,,,,,,,,,
ការ៉ាស់ចំការដូង (ជិតឃ្លាំងព្រៃស),C-0415,ការ៉ាស់ចំការដូង (ជិតឃ្លាំងព្រៃស),,012 666 505,,,,,,,,,,,,,,
ការ៉ាស់លីមឡុង (ទួលពង្រ),C-0416,ការ៉ាស់លីមឡុង (ទួលពង្រ),,012 880 078,,,,,,,,,,,,,,
ខេអឹម ហ្គាស (កប់ស្រូវ),C-0417,ខេអឹម ហ្គាស (កប់ស្រូវ),,093 337 632,,,,,,,,,,,,,,
កោះកុង,C-0418,កោះកុង,,016 991 516,,,,,,,,,,,,,,
កំពង់សោម ហ្គាស,C-0419,កំពង់សោម ហ្គាស,,011 764 666 / 016 667 155,,,,,,,,,,,,,,
កំពង់ត្រាច,C-0420,កំពង់ត្រាច,,092 220 390,,,,,,,,,,,,,,
ឡុងវិបុល (តានី),C-0421,ឡុងវិបុល (តានី),,088 688 6097,,,,,,,,,,,,,,
ឡាក់គី ហ្គាស,C-0422,ឡាក់គី ហ្គាស,,010 409 991 092 811 186,,,,,,,,,,,,,,
ឃីងដឹម ហ្គាស (ពូម៉ៅ),C-0423,ឃីងដឹម ហ្គាស (ពូម៉ៅ),,078 732 976 / 017 284 185,,,,,,,,,,,,,,
ពូម៉ារ៉ាឌី,C-0424,ពូម៉ារ៉ាឌី,,098 242 222 / 092 990 166,,,,,,,,,,,,,,
ណារ៉ុង ហ្គាស (សៀមរាប),C-0425,ណារ៉ុង ហ្គាស (សៀមរាប),,012 633 266,,,,,,,,,,,,,,
ធម្មជាតិ ហ្គាស,C-0426,ធម្មជាតិ ហ្គាស,,012 852 545,,,,,,,,,,,,,,
ញូ ហ្គាស,C-0427,ញូ ហ្គាស,,017 559 223 / 087 274 840,,,,,,,,,,,,,,
ផ្សារដើមរការ,C-0428,ផ្សារដើមរការ,,086 424 596,,,,,,,,,,,,,,
រតនា ហ្គាស (ច្បារអំពៅ),C-0429,រតនា ហ្គាស (ច្បារអំពៅ),,017 300 083 / 010 500 032,,,,,,,,,,,,,,
រតនះ ហ្គាស (ចោមចៅ),C-0430,រតនះ ហ្គាស (ចោមចៅ),,096 944 9854,,,,,,,,,,,,,,
សាមគ្គី ហ្គាស (ពូផាតស្វាយរលំ),C-0431,សាមគ្គី ហ្គាស (ពូផាតស្វាយរលំ),,094 410 4444 / 078 700 005,,,,,,,,,,,,,,
តេលា (ស្វាយប៉ាក),C-0432,តេលា (ស្វាយប៉ាក),,098 666 398,,,,,,,,,,,,,,
គង់រិទ្ធ (កំពត),C-0433,គង់រិទ្ធ (កំពត),,096 664 7621,,,,,,,,,,,,,,
នៅអូឌឹម,C-0434,នៅអូឌឹម,,017 992 727,,,,,,,,,,,,,,
បុរីពិភពថ្មី (អង្គការLADS),C-0435,បុរីពិភពថ្មី (អង្គការLADS),,070 997 999 / 016 808 062,,,,,,,,,,,,,,
ផ្សារដើមអង្រ្កង,C-0436,ផ្សារដើមអង្រ្កង,,095 285 959,,,,,,,,,,,,,,
ពន្លឺ ហ្គាស (សែនសុខ),C-0437,ពន្លឺ ហ្គាស (សែនសុខ),,087 700 202,,,,,,,,,,,,,,
ពុទ្ធារី (សៀមរាប),C-0438,ពុទ្ធារី (សៀមរាប),,069 355 445,,,,,,,,,,,,,,
ព្រះវិហារ,C-0439,ព្រះវិហារ,,092 216 066,,,,,,,,,,,,,,
ម្តុំពោធិ៏ចិនតុង (ចូលតាមច្រកមីហិរ),C-0440,ម្តុំពោធិ៏ចិនតុង (ចូលតាមច្រកមីហិរ),,070 563 596,,,,,,,,,,,,,,
រស្មីមុន្នី (កំពង់សោម),C-0441,រស្មីមុន្នី (កំពង់សោម),,081 257 989,,,,,,,,,,,,,,
រ៉ាប៉ី ហ្គាស,C-0442,រ៉ាប៉ី ហ្គាស,,017 918 183,,,,,,,,,,,,,,
រាជសី (រតនះគីរី),C-0443,រាជសី (រតនះគីរី),,097 996 9853 / 099 298 844,,,,,,,,,,,,,,
លីម៉េង ហ្គាស (ម៉ៃដា),C-0444,លីម៉េង ហ្គាស (ម៉ៃដា),,012 939 982,,,,,,,,,,,,,,
ឡេងថង់ (កំពង់ស្ពឺ),C-0445,ឡេងថង់ (កំពង់ស្ពឺ),,016 697 999 / 098 788 808,,,,,,,,,,,,,,
អ៊ឹងសៀង (តាខ្មៅ),C-0446,អ៊ឹងសៀង (តាខ្មៅ),,012 966 002,,,,,,,,,,,,,,
ឡៀទីហ្វាំង (ទូតចិន),A-0447,ឡៀទីហ្វាំង (ទូតចិន),,,,,,,,,,,,,,,,
#18B st.384,B-0448,#18B st.384,,,,,,,,,,,,,,,,
ស្ពាយស៊ីស៊ីស្ទ័រ ,B-0449,ស្ពាយស៊ីស៊ីស្ទ័រ ,,,,,,,,,,,,,,,,
ហាយស្កាយ,A-0450,ហាយស្កាយ,,,,,,,,,,,,,,,,
ញូស្តារ,B-0451,ញូស្តារ,,,,,,,,,,,,,,,,
TK Squar,A-0452,TK Squar,,,,,,,,,,,,,,,,
បងចាន់,C-0453,បងចាន់,,016 705 843 / 016 315 672,,,,,,,,,,,,,,
ផ្សារដើមថ្កូវ (មុខ50),B-0454,ផ្សារដើមថ្កូវ (មុខ50),,089 943 134,,,,,,,,,,,,,,
ប៊ុនឈុន (អេតវ៉ូត),A-0455,ប៊ុនឈុន (អេតវ៉ូត),,023 986​ 202 / 098 233 566,,,,,,,,,,,,,,
តាំងហេងភាវ,B-0456,តាំងហេងភាវ,,.12 455 334 / 085 201 617,,,,,,,,,,,,,,
ម្ហូបសមុទ្រ26,B-0457,ម្ហូបសមុទ្រ26,,023 637 1777,,,,,,,,,,,,,,
ប្រហិតតាន់តាន់,B-0458,ប្រហិតតាន់តាន់,,016 522 225 / 015 777 797,,,,,,,,,,,,,,
ចិន st.494,B-0459,ចិន st.494,,096 956 8302,,,,,,,,,,,,,,
ទីស្តីការគណះរដ្ឋមន្រ្តី,B-0460,ទីស្តីការគណះរដ្ឋមន្រ្តី,,023 630 6047 / 061 232 304,,,,,,,,,,,,,,
